,mean,variance,std
$E_1$ [MPa],136266.70439695453,690606.3807398786,831.0273044490648
$E_2$ [MPa],9190.656084096614,11186.798484171726,105.76766275271343
$\nu_{12}$ [-],0.34313788285481495,0.00017475600944096763,0.013219531362380726
$\nu_{23}$ [-],0.44266535078538893,0.0001454237532857966,0.012059177139664074
$G_{12}$ [MPa],5044.307173039449,6434.167077400506,80.21325998487099
