,mean,variance,std
"$b_{E_1,1}$ [MPa]",-3687.237633947931,496233.5662716853,704.4384758598052
"$b_{E_1,2}$ [MPa]",1052.8710710806254,478119.5168220209,691.4618693912347
"$b_{E_1,3}$ [MPa]",2603.683037887415,468910.39446664107,684.7703224195986
"$b_{E_1,4}$ [MPa]",464.1904003353929,429990.21120547864,655.7363885018725
"$b_{E_1,5}$ [MPa]",-2464.4242110946775,465997.8027950247,682.6403172938328
"$b_{E_1,6}$ [MPa]",-1011.9115080962613,459377.83501150797,677.7741770025677
