,mean,variance,std
"$b_{E_1,1}$ [MPa]",864.0846999412522,428310.7847573576,654.4545704304903
"$b_{E_1,2}$ [MPa]",-2086.538015439971,478949.2878127622,692.06162139853
"$b_{E_1,3}$ [MPa]",-736.9011178878371,493187.5594025569,702.2731373209123
"$b_{E_1,4}$ [MPa]",-1861.3718893207442,527601.3058254998,726.3616907749883
"$b_{E_1,5}$ [MPa]",730.1032198182005,484516.0582702355,696.0718772298127
