,mean,variance,std
$E_1$ [MPa],135669.18997488,1211756.7218111218,1100.7982202979445
$E_2$ [MPa],9194.952066292091,11220.952925576552,105.92899945518485
$\nu_{12}$ [-],0.3520173601226299,0.00020783837421619672,0.014416600647038702
$\nu_{23}$ [-],0.4414922581442159,0.00014411717151421234,0.012004881153689625
$G_{12}$ [MPa],5017.715561116424,6272.396445916489,79.19846239616328
