,mean,variance,std
$E_1$ [MPa],134991.3011473593,787994.1775453241,887.690361300225
$E_2$ [MPa],9186.927836102432,10694.952368360598,103.41640280129936
$\nu_{12}$ [-],0.34201197763292396,0.00014632688013548715,0.012096564807228833
$\nu_{23}$ [-],0.4430993833840113,0.00012511966912465955,0.01118569037318035
$G_{12}$ [MPa],5026.367606841112,5674.556396618124,75.32965151000053
