,mean,variance,std
$E_1$ [MPa],136617.73838264847,841813.7491921012,917.504086744087
$E_2$ [MPa],9183.894683358505,10246.977743220146,101.22735669383127
$\nu_{12}$ [-],0.34093794123070004,0.00011452706434740553,0.010701731838698143
$\nu_{23}$ [-],0.4407659187675573,0.00010786744924064511,0.010385925536062981
$G_{12}$ [MPa],5010.637336003977,5333.908455334986,73.03361181904525
